"Disaster Number","State","County","Program Area","Project Identifier","Application ID","Primary Hazard","Type","Project Title","Project Counties","Status","Subgrantee","Cost Share Percentage","Federal Share Proposed","Project Amount","Federal Share Obligated","Non Federal Share","Date Initially Approved","Date Awarded","Date Approved","Date Closed","Subgrantee Tribal Indicator","Phased Project","Date Received","Date Submitted","Environmental Document Type"
"977","Arizona","Yavapai","HMGP","DR-0977-0022-F","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Development of Hazard Mitigation Plan","YAVAPAI","Closed","Town of Camp Verde","0.5","6000","12000","6000","6000","","","1998/09/15 00:00:00","2003/03/11 00:00:00","","","1998/09/03 00:00:00","","CATEX"
"977","Arizona","Yavapai","HMGP","DR-0977-0026-F","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Develop an all hazard mitigation plan","YAVAPAI","Withdrawn","Clarkdale","0","0","0","0","0","","","1998/09/15 00:00:00","2001/11/29 00:00:00","","","1998/09/03 00:00:00","","CATEX"
"977","Arizona","Yavapai","HMGP","DR-0977-0028-R","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Development of Multi-Hazard Plan","YAVAPAI","Withdrawn","Yavapai Fire District","0","0","0","0","0","","","1998/09/23 00:00:00","2001/07/20 00:00:00","","","1998/09/03 00:00:00","","CATEX"
"977","Arizona","Statewide","HMGP","DR-0977-M001-M","","","700.1: Management Costs - Salaries","STATE MANAGEMENT COST","STATEWIDE","Closed","DIVISION OF EMERGENC","0.5","28888","57776","28888","28888","","","1995/01/04 00:00:00","1995/01/04 00:00:00","","","1995/01/04 00:00:00","","N/A"
"977","Arizona","Statewide","HMGP","DR-0977-0018-F","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Colorado River Mitigation Task Force","STATEWIDE","Closed","DIVISION OF EMERGENC","0.5","60543","121086","60543","60543","","","1998/04/27 00:00:00","2004/03/17 00:00:00","","","1998/02/24 00:00:00","","CATEX"
"977","Arizona","Cochise","HMGP","DR-0977-0038-R","","","405.1: Other Minor Flood Control","BROOKS APARTMENTS DRAINAGE CHANNEL","COCHISE","Closed","BISBEE, CITY OF","0.5","3163","6326","3163","3163","","","2001/06/18 00:00:00","2003/04/11 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Cochise","HMGP","DR-0977-0036-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","MULE GULCH DRAINAGE CHANNEL","COCHISE","Closed","BISBEE, CITY OF","0.5","544136","1088272","544136","544136","","","2001/06/18 00:00:00","2003/04/11 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Coconino","HMGP","DR-0977-0002-R","","","403.1: Stormwater Management - Culverts","EDISON AVENUE BOX CULVERT","COCONINO","Closed","WILLIAMS","0.5","49576","99152","49576","49576","","","1994/07/06 00:00:00","1996/12/30 00:00:00","","","1993/06/17 00:00:00","","FONSI"
"977","Arizona","Coconino","HMGP","DR-0977-0021-R","","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","Upgrade of Oak Creek Warning System","COCONINO","Withdrawn","City of Sedona","0","0","0","0","0","","","1998/09/15 00:00:00","2001/11/29 00:00:00","","","1998/09/03 00:00:00","","CATEX"
"977","Arizona","Gila","HMGP","DR-0977-0029-R","","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","Community Warning System","GILA","Closed","Pine-Strawberry Fire District","0.5","40500","81000","40500","40500","","","1998/09/23 00:00:00","2000/11/06 00:00:00","","","1998/09/18 00:00:00","","CATEX"
"977","Arizona","Maricopa","HMGP","DR-0977-0004-R","","","403.4: Stormwater Management - Detention/Retention Basins","CATCH BASINS, SAGUARO BLVD.","MARICOPA","Closed","FOUNTAIN HILLS","0.5","28600","57200","28600","28600","","","1995/07/07 00:00:00","2003/03/11 00:00:00","","","1993/09/01 00:00:00","","CATEX"
"977","Arizona","Maricopa","HMGP","DR-0977-0007-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","UNION HILLS DRIVE BRIDGE AT NEW RIVER","MARICOPA","Closed","MARICOPA COUNTY","0.43644299","800000","1833000","800000","1033000","","","1995/08/21 00:00:00","1997/08/26 00:00:00","","","1994/09/27 00:00:00","","FONSI"
"977","Arizona","Navajo","HMGP","DR-0977-0012-R","","","200.3: Acquisition of Public Real Property (Structures and Land) - Riverine","EMERGENCY RAPID ASSESSMENT EQUIPMENT","NAVAJO","Not Approved / Denied","HOLBROOK","0","0","0","0","0","","","","2001/07/20 00:00:00","","","1997/07/08 00:00:00","","N/A"
"977","Arizona","Pinal","HMGP","DR-0977-0016-F","","","800.1: Miscellaneous","EMERGENCY OPERATIONS CENTER AT PINAL COUNTY SHERIFF'S","PINAL","Closed","PINAL COUNTY","0.5","128000","256000","128000","128000","","","1998/06/11 00:00:00","2002/05/30 00:00:00","","","1997/10/10 00:00:00","","CATEX"
"977","Arizona","Santa Cruz","HMGP","DR-0977-0031-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","NOGALES WASH/POTRERO CREEK CONFLUENCE SITE (SITE #2)","SANTA CRUZ","Closed","SANTA CRUZ COUNTY","0.5","213516","427032","213516","213516","","","2001/01/22 00:00:00","2003/04/24 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Santa Cruz","HMGP","DR-0977-0032-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","NOGALES WASH/BRAVO LANE SITE (SITE #3)","SANTA CRUZ","Closed","SANTA CRUZ COUNTY","0.5","340992","681984","340992","340992","","","2001/01/22 00:00:00","2003/04/24 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Santa Cruz","HMGP","DR-0977-0034-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","NOGALES WASH/POTRERO CREEK (PICKERELL) BRIDGE (SITE #5)","SANTA CRUZ","Closed","SANTA CRUZ COUNTY","0.5","168796","337592","168796","168796","","","2001/01/22 00:00:00","2003/04/24 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Santa Cruz","HMGP","DR-0977-0033-R","","","402.1: Infrastructure Protective Measures (Roads and Bridges)","NOGALES WASH/FIRESTONE GARDENS SUBDIVISION (SITE #4)","SANTA CRUZ","Closed","SANTA CRUZ COUNTY","0.5","85380","170760","85380","85380","","","2001/01/22 00:00:00","2003/04/24 00:00:00","","","2000/06/07 00:00:00","","CATEX"
"977","Arizona","Yavapai","HMGP","DR-0977-0023-F","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Development of Hazard Mititgation Plan","YAVAPAI","Closed","City of Prescott","0.5","13427","26854","13427","13427","","","1998/09/15 00:00:00","2000/11/02 00:00:00","","","1998/09/03 00:00:00","","N/A"
"977","Arizona","Yavapai","HMGP","DR-0977-0025-F","","","90.4: Mitigation Plan - Local Multihazard Mitigation Plan","Development of hazard mitigation plan","YAVAPAI","Closed","Cottonwood","0.5","3693","7386","3693","3693","","","1998/09/15 00:00:00","2003/03/19 00:00:00","","","1998/09/03 00:00:00","","CATEX"
"977","Arizona","Yavapai","HMGP","DR-0977-0019-F","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","Video on the Floodplain along Oak Creek, Yavapai County","YAVAPAI","Closed","Yavapai County","0.37815587","3445","6890","3445","5665","","","1998/08/17 00:00:00","2000/11/06 00:00:00","","","1998/08/14 00:00:00","","CATEX"
"977","Arizona","Yuma","HMGP","DR-0977-0013-R","","","201.3: Relocation of Public Structures - Riverine","YUMA COUNTY PUBLIC WORKS FACILITY ","YUMA","Closed","YUMA COUNTY","0.5","1125635","2251270","1125635","1125635","","","1998/07/15 00:00:00","2005/02/03 00:00:00","","","1997/07/07 00:00:00","","FONSI"
"977","Arizona","Yuma","HMGP","DR-0977-0017-F","","","400.1: Utility Protective Measures (Electric, Gas, etc.)","EXTENDING YUMA POWER LINES TO YUMA COUNTY WELLS","YUMA","Withdrawn","YUMA COUNTY FLOOD CONTROL DISTRICT","0","0","0","0","0","","","1998/04/24 00:00:00","1998/06/28 00:00:00","","","1997/10/01 00:00:00","",""
"957","Guam","Statewide","HMGP","DR-0957-0002-R","","","405.1: Other Minor Flood Control","AGANA RIVER CHANNEL IMPROVEMENTS","STATEWIDE","Withdrawn","DEPARTMENT OF PUBLIC","","","2500000","","","","","","1997/11/17 00:00:00","","","1993/05/16 00:00:00","","N/A"
"1940","Arizona","Navajo","HMGP","DR-1940-0009-R","503","Flood","103.1: Feasibility, Engineering and Design Studies; 
403.1: Stormwater Management - Culverts","Hopi Minor Flood Control Improvement Project-Culverts on Tribal Roads","NAVAJO","Closed","Hopi Indian Reservation","0.75","5000.25","6667","0","1667","","","","2014/07/01 21:41:25","Yes","","","","CATEX"
"4353","California","Los Angeles","HMGP","DR-4353-0043-P","57","","91.3: Local Multihazard Mitigation Plan - UPDATE","7% City of Inglewood Hazard Mitigation Plan","LOS ANGELES","Approved","Inglewood","0.75","112500","150000","112500","37500","2019/07/25 00:00:00","","2019/07/25 00:00:00","","No","No","2019/07/05 00:00:00","2019/03/30 00:00:00","CATEX"
"4569","California","Sonoma","HMGP","DR-4569-0047","717","Fire","300.2: Vegetation Management - Wildfire"," +Sweetwater Springs and Willow Creek Road Vegetation Management Project","SONOMA","Pending","Sonoma (County)","0.75","387000","516000","","129000","","","","","No","","","2021/12/29 00:00:00",""
"5293","California","Lake","HMGP","DR-5293-0018","726","Fire","205.2: Retrofitting Public Structures - Wildfire"," + Replacement of Redwood Water Storage Tanks, #3 & #4 Project","LAKE","Pending","Lakeport","0.75","600000","800000","","200000","","","","","No","","","2021/06/24 00:00:00",""
"4569","California","Los Angeles","HMGP","DR-4569-0020","533","","91.3: Local Multihazard Mitigation Plan - UPDATE","7% City of Monrovia Update to the 2017 Hazard Mitigation Plan","LOS ANGELES","Pending","Monrovia","0.75","74769","99692","","24923","","","","","No","","","2021/11/17 00:00:00",""
"4301","California","Napa","HMGP","DR-4301-0012-R","75","Flood","202.1: Elevation of Private Structures - Riverine","Napa County House Elevations","NAPA","Approved","Napa (County)","0.75","474035.25","632047","474035.25","158012","2019/08/14 00:00:00","","2019/08/14 00:00:00","","No","No","2018/05/14 00:00:00","2018/02/14 00:00:00","CATEX"
"4301","California","Santa Cruz","HMGP","DR-4301-0004-R","192","Flood","403.1: Stormwater Management - Culverts","U C Santa Cruz, Emergency Response Center (ERC) Storm Water Outfall","SANTA CRUZ","Closed","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","0.75","838388.25","1117851","838388.25","279463","2018/08/27 00:00:00","","2019/05/24 00:00:00","2020/08/19 00:00:00","No","No","2019/05/23 00:00:00","2019/05/23 00:00:00","CATEX"
"4305","California","Santa Barbara","HMGP","DR-4305-0017-R","70","","403.1: Stormwater Management - Culverts","Santa Barbara County Jalama Road Culvert Replacement Project","SANTA BARBARA","Approved","Santa Barbara (County)","0.75","368947.5","491930","368947.5","122982.5","2019/09/12 00:00:00","","2021/04/01 00:00:00","","No","No","2021/03/11 00:00:00","2021/03/11 00:00:00","CATEX"
"4353","California","Nevada","HMGP","DR-4353-0033-R","23","Fire","300.2: Vegetation Management - Wildfire","Nevada County Abatement Program","ALAMEDA; NEVADA","Approved","Nevada (County)","0.75","516273.75","688365","516273.75","172091.25","2021/06/10 00:00:00","","2021/12/20 00:00:00","","No","Yes","2021/12/15 00:00:00","2021/12/14 00:00:00","EA"
"1348","Hawaii","Kauai","HMGP","DR-1348-0006-R","6","","205.8: Retrofitting Public Structures - Wind","Hardening of County of Kauai Emergency Shelters","KAUAI","Closed","KAUAI COUNTY BUILDING DIV","0.75","84208.5","112278","84209","28069","2002/08/22 00:00:00","","2006/06/13 00:00:00","2013/09/26 18:32:43","No","","2006/06/08 00:00:00","2006/06/08 00:00:00","CATEX"
"1427","Federated States of Micronesia","Chuuk","HMGP","DR-1427-0011-R","12","Typhoon","400.1: Utility Protective Measures (Electric, Gas, etc.)","Chuuk-Power Distribution Pole Hardening Project","CHUUK","Closed","Chuuk (County-equivalent)","0.75","0","0","0","0","","","2013/03/05 00:00:00","2014/01/29 21:10:02","No","","2013/03/05 00:00:00","2013/03/05 00:00:00","CATEX"
"4301","California","San Mateo","HMGP","DR-4301-0005-R","1","Flood","500.1: Flood Control - Floodwall","San Mateo County - Colma Creek Flood Control Zone Channel Improvement Project","SAN MATEO","Approved","SAN MATEO COUNTY FLOOD CONTROL DISTRICT","0.7009345","2999999.66","4280000","2999999.66","1280000","2019/10/24 00:00:00","","2019/10/24 00:00:00","","No","No","2019/07/25 00:00:00","2017/11/30 00:00:00","EA"
"4353","California","Los Angeles","HMGP","DR-4353-0020-F","277","","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)","5%, Hermosa Beach, Tsunami Siren & Notification System","LOS ANGELES","Approved","Hermosa Beach","0.75","3525","4700","3525","1175","2020/07/28 00:00:00","","2020/07/28 00:00:00","","No","Yes","2019/04/06 00:00:00","2019/03/29 00:00:00","CATEX"
"4305","California","Los Angeles","HMGP","DR-4305-0006-P","51","","91.3: Local Multihazard Mitigation Plan - UPDATE","7% Covina LMHMP - UPDATE","LOS ANGELES","Closed","Covina","0.75","18637.5","24850","18637.5","6212.5","2018/04/24 00:00:00","","2021/09/30 00:00:00","2021/10/01 01:16:32","No","No","2021/09/24 00:00:00","2021/09/24 00:00:00","CATEX"
"4305","California","Butte","HMGP","DR-4305-0012-P","111","","91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE","7% Butte LMJMHMP - UPDATE","BUTTE","Closed","Butte (County)","0.75","149250.24","199000.32","149250.24","49750.08","2018/04/24 00:00:00","","2021/09/30 00:00:00","2021/10/01 01:15:00","No","No","2021/09/23 00:00:00","2021/09/23 00:00:00","CATEX"
"4062","Hawaii","Statewide","HMGP","DR-4062-0003-P","3","Tsunami","91.1: Local Multihazard Mitigation Plan; 
92.1: State Multihazard Mitigation Plan","HSCD Tsunami Hazard Maps of Reference Sites for Benchmarking HI Design Maps","STATEWIDE","Closed","Statewide","0.74","34449.22","46553","34449","12104","2014/11/17 00:00:00","","2017/07/19 00:00:00","2017/07/19 00:00:00","No","","2017/07/19 00:00:00","2017/07/19 00:00:00","CATEX"
"4353","California","Los Angeles","HMGP","DR-4353-0038-R","157","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Los Angeles, Good Samaritan Hospital Essential Services Retrofit Project","LOS ANGELES","Approved","Los Angeles","0.75","1690252.5","2253670","1673517.25","563417.5","2020/01/09 00:00:00","","2021/12/20 00:00:00","","No","No","2021/12/15 00:00:00","2020/06/23 00:00:00","CATEX"
"4569","California","Napa","HMGP","DR-4569-0006","583","","601.1: Generators","5%  Wastewater Treatment Plant Emergency Backup Power","NAPA","Pending","Saint Helena","0.75","728437.5","971250","","242812.5","","","","","No","","","2021/11/16 00:00:00",""
"1532","Northern Mariana Islands","Saipan","HMGP","DR-1532-0003-R","4","Typhoon","205.8: Retrofitting Public Structures - Wind","Saipan-Museum of History & Cultural Installation of Aluminum Accordion Shutters","SAIPAN","Closed","CNMI MUSEUM OF HISTORY AND CULTURE","1","16800","16800","16800","0","2006/07/10 00:00:00","","2012/09/26 00:00:00","2012/09/27 00:00:00","No","","2012/09/26 00:00:00","2012/09/26 00:00:00","CATEX"
"4353","California","Ventura","HMGP","DR-4353-0036-R","189","","601.1: Generators","Oxnard, City of, Oxnard Wastewater Treatment Plant Generator Project","VENTURA","Approved","Oxnard","0.75","2880676.5","3840902","2880676.5","960225.5","2020/10/14 00:00:00","","2021/12/20 00:00:00","","No","No","2021/12/15 00:00:00","2021/01/11 00:00:00","CATEX"
"4569","California","Los Angeles","HMGP","DR-4569-0038","465","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","Irving MS- Auditorium Seismic Retrofit","LOS ANGELES","Pending","LOS ANGELES UNIFIED SCHL DIST","0.7499995","753313","1004418","","251105","","","","","No","","","2021/11/17 00:00:00",""
"4569","California","Los Angeles","HMGP","DR-4569-0040","192","Fire","601.2: Generators - Regular"," +Backup Generator for Fernwood Pump Station in Los Angeles County Waterworks","LOS ANGELES","Pending","Los Angeles (County)","0.75","306513","408684","","102171","","","","","No","","","2021/11/17 00:00:00",""
"4353","California","Orange","HMGP","DR-4353-0045-P","20","","91.2: Local Multihazard Mitigation Plan - NEW","7% City of Santa Ana Local Hazard Mitigation Plan","ORANGE","Approved","Santa Ana","0.74913","104999.56","140162","104999.56","35162","2019/12/04 00:00:00","","2019/12/04 00:00:00","","No","No","2019/04/02 00:00:00","2019/03/30 00:00:00","CATEX"
"4353","California","Humboldt","HMGP","DR-4353-0016-F","93","","601.2: Generators - Regular","5% Fortuna, Water Systen Emergency Generator Project","HUMBOLDT","Approved","Fortuna","0.75","338700","451600","338700","112900","2019/10/29 00:00:00","","2019/10/29 00:00:00","","No","No","2019/10/29 00:00:00","2019/03/29 00:00:00","CATEX"
"4303","Nevada","Statewide","HMGP","DR-4303-0001-M","9999","Severe Storm(s)","700.1: Management Costs - Salaries; 
700.4: Management Costs - Supplies","NV DEM State Management Costs","STATEWIDE","Approved","Statewide","1","106438","106438","106438","0","2017/06/06 00:00:00","","2018/11/15 00:00:00","","No","","2018/11/09 00:00:00","2018/11/09 00:00:00","CATEX"
"4305","California","Santa Barbara","HMGP","DR-4305-0019-R","108","","403.4: Stormwater Management - Detention/Retention Basins","Santa Barbara, City of, Laguna Pump Station Project","SANTA BARBARA","Approved","Santa Barbara","0.75","758887.5","1011850","758887.5","252962","2019/04/09 00:00:00","","2019/11/20 00:00:00","","No","Yes","2019/11/20 00:00:00","2019/11/20 00:00:00","CATEX"
"1427","Federated States of Micronesia","Pohnpei","HMGP","DR-1427-0007-R","7","","401.1: Water and Sanitary Sewer System Protective Measures","Pohnpei-Outer Islands Rain Water Storage","POHNPEI","Closed","POHNPEI STATE GOVERNMENT ATTORNEY GENERAL'S OFFICE","0.75","17652","23536","17652","5884","2004/07/08 00:00:00","","2013/11/08 00:00:00","2013/11/08 00:00:00","No","","2013/11/08 00:00:00","2013/11/08 00:00:00","CATEX"
"4303","Nevada","Carson City","HMGP","DR-4303-0005-R","4","","601.1: Generators","Carson City, Well 40 Portable Emergency Generator","CARSON CITY","Closed","Carson City","0.75","159533.24","212710.98","159533.24","53177.74","2018/05/23 00:00:00","","2021/05/07 00:00:00","2021/10/01 02:42:43","No","No","2021/04/22 00:00:00","2021/04/22 00:00:00","CATEX"
"5293","California","Mariposa","HMGP","DR-5293-0003-R","63","Fire","300.2: Vegetation Management - Wildfire","Midpines Strategic Fuel Reduction Project","MARIPOSA","Pending","Mariposa (County)","0.74999925","745899","994533","","248634","","","","","No","","2021/08/03 00:00:00","2021/06/24 00:00:00",""
